# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=429555704
# chain_id=2
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu
-30.4527,0.00663511,0.73669,1,3,1,30.4859,-0.124892
-30.8171,0.983988,0.0903364,2,5,0,31.3136,0.241883
-30.6376,0.995487,0.152778,3,7,0,31.0044,0.199552
-30.2923,0.965845,0.264073,2,3,0,30.7279,-0.0342754
-30.2923,0.539741,0.418818,1,1,0,30.5507,-0.0342754
-30.2771,0.999984,0.218865,1,3,0,30.2889,-0.00959234
-30.648,0.768528,0.376721,1,1,0,30.6619,0.202246
-31.7618,0.492636,0.356455,1,1,0,32.1113,0.394503
-31.2592,1,0.167954,1,1,0,31.7152,0.322682
-31.2592,0.960579,0.286075,1,1,0,31.712,0.322682
-31.0464,1,0.43817,1,1,0,31.8918,0.286745
-31.0464,8.01654e-099,0.735245,1,1,0,33.6492,0.286745
-30.898,0.983578,0.104953,2,5,0,31.8573,-0.240953
-32.5487,0.870571,0.169631,3,7,0,33.0546,-0.468002
-30.3105,1,0.207083,2,3,0,32.1677,0.0694879
-30.3105,0.0299269,0.344143,1,1,0,32.7527,0.0694879
-30.3015,0.999945,0.0559454,1,3,0,30.3163,0.0615147
-30.3039,0.999896,0.0931199,1,1,0,30.3043,0.063733
-30.3851,0.964268,0.1539,1,3,0,30.7721,-0.096664
-30.3065,0.871571,0.23241,2,3,0,31.2252,0.0660238
-31.9412,0.631588,0.281337,2,3,0,32.2505,-0.399398
-30.2837,0.957127,0.195074,1,3,0,32.2694,-0.0226238
-30.2889,0.99928,0.286956,2,3,0,30.2926,-0.0300794
-30.2889,0.114403,0.462419,1,1,0,30.8644,-0.0300794
-30.3087,0.98743,0.0995779,2,7,0,30.737,0.0679422
-30.4334,0.971293,0.156301,2,3,0,30.6352,0.135145
-31.294,0.90199,0.235294,2,3,0,31.3433,-0.310492
-31.0867,1,0.302031,2,3,0,31.3548,0.2939
-31.0867,0.000296387,0.480123,1,1,0,31.6594,0.2939
-30.7533,0.997685,0.0841465,1,3,0,31.2239,0.227768
-31.0676,0.978587,0.133331,2,5,0,31.2865,-0.272838
-30.283,0.983934,0.201569,1,3,0,31.1384,-0.0215453
-30.4465,0.925919,0.306782,1,1,0,30.4492,-0.122548
-30.3384,1,0.410165,1,1,0,30.4416,-0.0715747
-30.3384,1.16498e-007,0.640348,1,1,0,30.832,-0.0715747
-30.2784,0.997099,0.118674,3,7,0,30.4574,0.0304848
-30.7526,0.872922,0.184459,2,3,0,31.4404,-0.209922
-30.3054,0.973533,0.219739,1,3,0,30.9414,0.0650685
-31.8726,0.629589,0.322439,2,3,0,31.873,0.408602
-31.5619,1,0.230356,2,3,0,32.0666,0.367665
-30.9119,1,0.355451,2,3,0,31.1959,-0.243709
-30.9119,5.21487e-008,0.545955,1,1,0,31.4944,-0.243709
-31.9323,0.931312,0.107663,1,3,0,32.4296,-0.398306
-30.7464,1,0.143988,2,3,0,31.9318,-0.208513
-30.3275,1,0.220671,2,3,0,30.653,0.0821481
-31.872,0.578878,0.336714,2,3,0,31.8737,-0.390845
-33.4453,0.683956,0.219692,1,1,0,33.5674,-0.554185
-33.6914,0.993908,0.177545,3,7,0,33.8447,0.5933
-30.5945,1,0.266209,1,1,0,32.5941,0.187903
-31.1024,0.803529,0.402376,1,3,0,31.1024,-0.278943
-31.1697,0.981515,0.411455,1,3,0,31.1887,0.308095
-31.1697,4.78473e-010,0.596125,1,1,0,31.3663,0.308095
-31.2695,0.985523,0.126934,2,3,0,31.5912,0.324316
-31.6529,0.935998,0.185691,1,1,0,31.7287,0.380123
-30.6365,1,0.245972,1,1,0,31.3612,0.199265
-30.5354,1,0.367525,1,1,0,30.7617,0.170569
-30.681,0.269044,0.547112,1,3,0,30.7778,-0.192919
-30.3436,0.945412,0.201499,1,3,0,31.1218,0.0924087
-30.4643,0.956888,0.270176,1,1,0,30.479,0.146848
-30.4643,0.306218,0.369215,1,1,0,31.018,0.146848
-30.6999,0.98744,0.147992,3,7,0,30.814,-0.197543
-30.6999,0.882727,0.214099,1,1,0,31.1347,-0.197543
-30.2966,0.74676,0.253974,2,3,0,32.2382,-0.0389261
-33.3198,0.476595,0.233708,1,3,0,33.6951,-0.542929
-33.0408,1,0.130596,1,1,0,33.4326,-0.517055
-35.1607,0.675895,0.192194,1,1,0,35.2591,-0.690048
-37.755,0.910095,0.155625,2,3,0,37.7944,-0.855884
-36.6299,1,0.193572,1,1,0,38.4221,-0.788215
-36.6299,7.77309e-319,2.26402,1,1,0,36.6426,-0.788215
-36.6299,0,5.28663,0,1,1,37.0696,-0.788215
-31.4403,0.991488,0.521258,2,7,0,36.0419,0.35031
-31.2453,1,0.530716,1,1,0,31.5308,0.320453
-33.5417,0.459465,0.716651,1,1,0,33.6612,0.580357
-35.3295,0.934555,0.223433,2,3,0,36.069,0.719704
-33.4897,0.996471,0.297823,2,3,0,35.6147,0.575794
-32.5721,1,0.510917,1,1,0,33.4997,0.488131
-30.3813,1,0.923479,1,1,0,31.459,0.112527
-30.3813,0.155561,1.71001,1,3,0,30.3822,0.112527
-31.9732,0.955273,0.222021,2,5,0,32.8959,0.420978
-30.3231,0.998893,0.364483,2,5,0,31.8931,0.0790735
-30.3013,1,0.690391,1,1,0,30.3218,0.0613472
-30.3013,0.0114513,1.31257,1,1,0,31.3682,0.0613472
-30.405,0.997725,0.114051,3,15,0,30.8125,-0.105716
-30.44,0.999806,0.217594,4,15,0,30.4482,0.137741
-30.2779,0.97859,0.415548,2,5,0,30.7375,-0.0115375
-30.3737,0.973015,0.738502,1,3,0,30.39,0.10877
-30.3737,0.123233,1.28112,1,1,0,30.6324,0.10877
-30.283,0.9985,0.171415,2,7,0,30.5399,-0.0215506
-30.9693,0.979236,0.322482,3,7,0,30.981,-0.254832
-30.2809,0.987975,0.567646,1,3,0,31.0067,-0.017877
-30.2996,0.993089,1.01608,1,3,0,30.2999,0.0597133
-30.2996,0.000340651,1.82866,1,1,0,30.5097,0.0597133
-30.2955,0.998578,0.186494,4,15,0,30.4669,0.0554523
-30.4429,0.987085,0.342663,2,7,0,30.5722,0.138857
-30.9748,0.944398,0.603317,2,7,0,30.9755,-0.255875
-30.6616,0.977876,0.933371,2,3,0,30.9494,0.205733
-30.6616,8.68477e-005,1.57361,1,1,0,30.8342,0.205733
-30.4487,0.989662,0.1767,2,7,0,31.804,-0.123402
-30.9685,0.966031,0.309296,2,7,0,31.3496,-0.254681
-31.3098,0.981549,0.503061,2,3,0,31.346,-0.312954
-31.0814,0.961826,0.846349,2,3,0,31.8196,-0.275279
-31.0814,0.00295911,1.3394,1,1,0,33.8528,-0.275279
-31.052,1,0.1657,1,1,0,31.0844,-0.270066
-31.1006,0.99728,0.291526,1,1,0,31.1256,-0.278643
-31.4746,0.939124,0.504715,1,1,0,31.5237,-0.337599
-30.3971,0.766392,0.745222,2,3,0,32.8439,-0.102184
-30.3971,0.833013,0.701773,1,1,0,30.7798,-0.102184
-30.3017,1,0.783813,2,3,0,30.3647,-0.0440249
-31.3052,0.308414,1.3333,1,1,0,31.6114,0.329928
-30.7968,0.96249,0.396257,3,7,0,32.558,0.237498
-31.4881,0.843051,0.612034,1,1,0,31.5158,0.357224
-31.1859,1,0.698908,1,1,0,31.6367,0.31078
-31.0032,1,1.17123,1,1,0,31.7521,0.278854
-31.0032,3.80681e-040,1.94822,1,1,0,31.7107,0.278854
-30.543,0.992196,0.285444,1,3,0,31.2542,0.172881
-30.3714,0.931183,0.467148,1,3,0,31.3264,-0.0899478
-30.5717,0.944695,0.656286,1,1,0,30.5769,-0.163732
-30.5717,0.340753,0.947554,1,3,0,33.9319,-0.163732
-30.5717,0.196455,1.31151,1,1,0,31.1758,-0.163732
-30.5717,2.51128e-138,4.3772,1,3,1,30.7111,-0.163732
-30.3604,1,0.479782,2,3,0,30.569,-0.0842176
-30.6782,0.974618,0.53083,2,3,0,30.7129,-0.192211
-30.9336,0.98299,0.693485,2,3,0,30.9635,-0.247961
-30.9336,0.438014,1.05303,1,1,0,32.134,-0.247961
-30.9314,1,0.324741,1,1,0,30.9621,-0.247539
-30.9858,0.998548,0.569189,3,7,0,31.0672,0.27562
-30.6616,0.867642,1.03061,2,3,0,31.5019,-0.18804
-30.6616,0.632717,1.26043,1,3,0,31.1653,-0.18804
-30.5125,1,0.740229,1,1,0,30.6531,-0.145624
-30.5125,0.576067,1.39683,1,1,0,31.0001,-0.145624
-30.5028,1,0.694709,2,3,0,30.5549,-0.14247
-30.291,1,1.31755,1,1,0,30.3493,0.0503778
-30.3663,0.819521,2.48931,1,1,0,30.5612,0.105034
-30.3663,0.000763226,2.67237,1,3,1,30.3672,0.105034
-30.3653,1,0.231031,1,1,0,30.3679,0.104501
-30.3192,0.994756,0.438461,2,5,0,30.4829,-0.0585852
-30.5101,0.947707,0.812272,1,1,0,30.5101,-0.144863
-30.2741,1,1.2949,1,1,0,30.354,0.0148066
-30.2741,2.74944e-009,2.39588,1,1,0,31.0544,0.0148066
-30.2741,1,0.228267,2,3,0,30.2741,0.0146402
-31.1448,0.847593,0.424563,1,3,0,33.2687,-0.286218
-31.3048,0.994317,0.501991,2,3,0,31.3479,-0.312177
-30.3071,0.973531,0.903622,1,3,0,31.1304,0.0666121
-30.3071,0.189926,1.51786,1,1,0,30.8715,0.0666121
-30.6367,0.990877,0.274577,2,5,0,30.7983,0.199309
-32.7922,0.872367,0.485018,2,5,0,32.7938,-0.492875
-30.6843,0.961777,0.610078,3,7,0,33.1939,0.211402
-30.2817,0.994223,0.978583,1,3,0,30.5459,-0.0192667
-30.2817,0.72473,1.70213,1,1,0,30.312,-0.0192667
-30.4468,0.869179,1.41103,1,1,0,30.4587,0.140348
-30.6509,0.496709,1.7314,1,3,0,30.7079,-0.185309
-30.8119,0.783076,0.782699,2,3,0,32.5082,0.240759
-31.1563,0.972508,0.7655,2,3,0,31.2259,0.305845
-30.5229,1,1.23237,1,3,0,30.765,-0.148965
-30.998,0.403816,2.11546,1,1,0,32.0971,-0.260216
-30.8258,1,0.769491,2,3,0,31.057,-0.226062
-32.8323,0.227948,1.31453,1,1,0,32.8324,0.514534
-30.2882,0.974892,0.311244,2,5,0,34.428,0.0467855
-30.6113,0.952481,0.498267,1,3,0,30.881,0.192525
-30.4486,1,0.748683,2,3,0,30.5862,0.141038
-30.4252,1,1.25873,2,3,0,30.4334,0.131883
-30.4252,0.0510445,2.10015,1,3,1,30.4252,0.131883
-30.2958,0.993895,0.33795,1,3,0,30.6302,0.0557456
-30.2946,1,0.556577,3,7,0,30.2957,-0.0368596
-30.3314,0.986719,0.923703,1,1,0,30.3357,-0.0670601
-30.2922,1,1.47425,1,1,0,30.2964,0.0518051
-30.5281,0.185577,2.4131,1,3,1,30.878,-0.150589
-30.4805,1,0.568023,1,1,0,30.536,-0.134918
-30.6236,0.94866,0.929409,1,1,0,30.6843,-0.178152
-30.6236,0.0429627,1.33959,1,1,0,31.6804,-0.178152
-30.6069,1,0.233696,1,1,0,30.6251,-0.173651
-30.281,0.973997,0.380791,1,3,0,31.3023,-0.0180751
-30.4294,0.961064,0.580798,1,3,0,30.6623,0.133552
-30.5872,0.983975,0.855431,2,3,0,30.6144,0.185851
-30.5872,0.00626281,1.32059,1,1,0,32.5204,0.185851
-30.3685,0.99041,0.223892,4,15,0,31.9212,-0.0884603
-30.2932,0.999359,0.351601,2,5,0,30.4017,0.0529871
-34.0928,0.679434,0.560142,3,7,0,35.7637,-0.608992
-32.0729,0.998475,0.437107,2,3,0,34.2681,-0.415214
-31.1573,0.893653,0.690153,2,3,0,33.4438,-0.288332
-30.3701,1,0.861734,1,3,0,30.9089,-0.0892708
-30.3701,0.110073,1.35234,1,1,0,31.127,-0.0892708
-30.4121,0.98654,0.308229,2,7,0,30.9985,0.126428
-31.4354,0.898033,0.470173,2,5,0,32.1053,0.349583
-30.2753,0.963807,0.590701,3,7,0,32.0391,-0.00346481
-30.4475,0.956598,0.851281,1,3,0,30.4592,-0.122943
-30.4045,1,1.20333,2,3,0,30.4263,-0.105494
-30.5001,0.869025,1.85639,1,1,0,30.7806,-0.141557
-30.5001,0.021998,2.16736,1,3,1,30.5038,-0.141557
-30.5358,0.997141,0.433625,1,1,0,30.5423,-0.152986
-30.2838,0.947128,0.663894,2,3,0,31.0436,0.0405487
-30.3871,0.967774,0.912853,2,3,0,30.4274,-0.0975919
-30.3871,0.0527496,1.305,1,1,0,31.6145,-0.0975919
-30.3733,1,0.288032,1,1,0,30.3866,-0.0909086
-30.3015,0.971984,0.440484,2,5,0,30.926,0.0615412
-30.3965,0.98702,0.633853,3,7,0,30.4353,0.119616
-30.2817,0.980425,0.936591,2,3,0,30.4853,0.0370222
-30.3957,0.913902,1.36049,1,1,0,30.4226,0.119268
-30.6565,0.718229,1.72509,1,1,0,30.9899,0.20444
-30.5769,1,1.4819,1,1,0,30.8995,0.182897
-30.5769,6.94246e-013,2.21991,1,1,0,31.0188,0.182897
-30.4025,0.908158,0.466964,1,3,0,32.3114,-0.104603
-31.5596,0.703631,0.58571,1,3,0,33.8629,0.367342
-31.6204,0.997907,0.49287,2,3,0,31.7309,0.37572
-30.2765,0.971091,0.733434,1,3,0,31.8161,-0.00760399
-30.4065,0.942568,1.03273,1,1,0,30.4067,-0.106345
-30.4065,0.538653,1.37254,1,1,0,30.5719,-0.106345
-30.3945,1,0.842579,1,1,0,30.4371,-0.10101
-30.2743,1,1.24659,1,1,0,30.3179,0.0161682
-30.2743,0.33544,1.83786,1,1,0,30.3931,0.0161682
-30.2767,0.999146,0.773754,1,3,0,30.2791,-0.00837779
-30.2744,0.993344,1.13734,2,3,0,30.284,0.0167277
-30.2744,0.839014,1.64824,1,1,0,30.313,0.0167277
-30.8876,0.433456,1.78782,1,1,0,31.2356,0.256548
-30.4694,0.559741,0.915591,2,3,0,33.336,0.148677
-32.1594,0.848423,0.594936,2,3,0,32.3527,0.44297
-31.8326,1,0.658596,2,7,0,32.1017,-0.385885
-30.2909,0.893423,0.960643,2,3,0,31.9598,-0.0325434
-31.8947,0.65261,1.15076,1,3,0,32.5407,0.411352
-31.8947,0,8.8024,0,1,1,33.3601,0.411352
-31.2262,1,1.23366,1,1,0,31.86,0.317377
-30.9096,1,1.57057,2,3,0,31.4262,-0.243261
-32.5421,0.178063,2.40857,1,1,0,32.7255,0.484991
-31.8458,0.995289,0.352307,1,3,0,32.9011,0.405236
-30.277,0.999844,0.58312,2,7,0,31.7655,-0.00916952
-30.5198,0.939793,1.03377,1,3,0,30.686,0.165667
-30.6899,0.926826,1.56718,2,3,0,30.9205,-0.195107
-30.6899,0.415701,2.3167,1,1,0,30.7616,-0.195107
-30.2743,0.99931,0.685681,2,5,0,30.7047,0.00154013
-30.8928,0.847955,1.291,1,3,0,30.9836,0.257596
-31.0801,0.925038,1.51137,1,1,0,31.3233,0.292726
-31.0801,0.00937268,2.25695,1,1,0,31.8108,0.292726
-30.6143,0.999947,0.193543,3,9,0,31.1179,0.193342
-30.5959,1,0.368992,1,1,0,30.6156,0.188286
-30.6424,0.99941,0.699237,3,7,0,30.6556,0.200788
-31.1571,0.850789,1.31257,1,1,0,31.2099,0.30598
-30.2846,1,1.55698,1,3,0,30.7717,0.0418427
-32.67,0.0267477,2.88645,1,1,0,34.1996,-0.480552
-33.4599,0.982962,0.291126,1,3,0,33.9952,-0.555474
-33.5128,0.997436,0.515647,1,1,0,33.6443,-0.560147
-31.9769,1,0.944312,2,3,0,33.2758,-0.403753
-30.7175,1,1.72511,2,3,0,31.3499,-0.201757
-30.8149,0.280413,3.12003,1,3,0,31.0206,0.24142
-30.8705,0.99484,0.714947,1,1,0,30.9013,0.253063
-30.3767,1,1.27135,1,1,0,30.7251,0.110304
-30.3515,1,2.27171,1,1,0,30.4368,0.0969847
-31.2487,0.0238014,4.01984,1,3,0,33.0053,-0.303323
-31.2138,1,0.475448,1,1,0,31.2717,-0.297683
-30.9141,1,0.844319,1,1,0,31.188,-0.244153
-31.2036,0.890148,1.48521,1,1,0,31.4359,-0.296024
-31.2214,0.910222,1.92545,1,3,0,31.3649,0.31661
-31.2214,0.000642524,2.6226,1,1,0,31.4822,0.31661
-31.1695,1,0.318988,1,1,0,31.2216,0.308059
-31.8974,0.944638,0.555308,2,3,0,32.4748,0.411682
-31.7566,1,0.829375,1,1,0,32.0176,0.393828
-31.7312,1,1.42056,2,3,0,32.2798,0.390506
-30.2761,1,2.41292,1,1,0,30.5891,-0.0065735
-30.2761,0.126421,4.06539,1,1,0,30.3046,-0.0065735
-30.8408,0.902227,0.745498,1,3,0,31.5924,-0.229235
-32.7166,0.847562,0.98346,3,7,0,32.7171,-0.485289
-31.4697,1,1.12742,1,1,0,32.4978,-0.336896
-31.4703,0.999866,1.88079,2,3,0,31.5253,-0.336986
-31.4703,9.21084e-033,3.11336,1,1,0,33.4973,-0.336986
-30.6606,0.997189,0.446414,3,7,0,31.7673,-0.187793
-32.9174,0.851797,0.736309,2,3,0,32.9407,-0.505194
-31.8039,1,0.850035,2,3,0,32.7737,-0.382231
-30.9216,1,1.39536,2,3,0,31.5951,0.263307
-30.5363,1,2.27504,1,1,0,30.569,-0.153168
-30.5363,0.000101461,3.68487,1,3,0,30.5382,-0.153168
-30.3306,0.937938,0.570544,2,5,0,32.5311,0.0842111
-30.2906,0.997104,0.801973,3,7,0,30.3981,0.0499245
-31.1853,0.823395,1.28666,2,3,0,31.5473,-0.293005
-31.1056,1,1.3768,1,1,0,31.4331,-0.279497
-30.5164,1,2.20238,1,1,0,30.597,0.164569
-30.5164,2.31155e-008,3.50218,1,1,0,30.6614,0.164569
-30.511,0.998576,0.581456,2,3,0,30.5813,0.162836
-30.67,0.857825,0.923845,1,3,0,32.033,-0.190179
-33.2738,0.753522,1.06689,2,7,0,33.28,0.55643
-32.7113,1,0.976362,2,7,0,33.2028,-0.484751
-32.9232,0.912701,1.53826,1,1,0,33.9599,-0.505755
-32.9232,0.415472,1.99154,1,3,0,35.3317,-0.505755
-32.7398,1,0.871838,1,1,0,33.1773,-0.487633
-34.2819,0.593126,1.36346,1,1,0,34.9129,-0.624097
-32.6069,1,0.884549,1,1,0,34.0593,-0.474065
-30.4037,1,1.37611,1,3,0,31.8559,-0.10511
-30.4037,0.177627,2.13024,1,1,0,30.8793,-0.10511
-30.2753,0.994255,0.576676,3,7,0,30.6645,-0.00365381
-30.6054,0.973709,0.881856,3,7,0,30.6118,-0.17322
-30.3962,1,1.28583,1,1,0,30.5545,-0.101803
-30.3962,0.604282,1.97222,1,1,0,30.6036,-0.101803
-30.4991,0.96751,1.32762,1,1,0,30.5243,-0.141229
-31.1782,0.641063,1.89556,1,1,0,31.404,-0.291821
-31.1392,1,1.38166,1,1,0,31.4598,-0.285263
-31.1392,0.13937,2.09942,1,1,0,32.911,-0.285263
-36.0042,0.892613,0.554834,3,7,0,36.3567,-0.74797
-34.3221,0.965988,0.679045,2,3,0,37.1446,-0.62727
-30.2751,1,0.960941,2,3,0,33.6763,0.0204682
-30.2741,0.999957,1.4504,2,3,0,30.2754,0.00328392
-30.2741,0.0514718,2.18009,1,1,0,31.2493,0.00328392
-31.0815,0.975562,0.499969,2,7,0,31.1548,0.29298
-30.3855,0.984029,0.717053,1,3,0,31.4347,0.114549
-31.0514,0.822672,1.04196,2,3,0,32.0019,-0.269946
-30.2964,0.958022,1.10141,1,3,0,31.3512,0.0564
-30.2743,1,1.5132,1,3,0,30.2872,0.0163622
-30.2743,0.0937807,2.24788,1,1,0,30.9551,0.0163622
-30.364,0.987868,0.582324,2,7,0,30.596,0.10381
-30.4337,0.982281,0.845742,3,7,0,30.6501,-0.117599
-30.3705,1,1.21117,1,1,0,30.4314,-0.0895126
-30.3705,0.459143,1.78798,1,1,0,31.0394,-0.0895126
-31.6199,0.694795,0.946896,1,3,0,33.4454,0.375648
-30.4102,0.788155,0.785455,2,5,0,35.0637,-0.107935
-30.377,0.990619,0.77723,2,5,0,30.5568,0.110427
-30.6457,0.893489,1.12186,1,3,0,31.1083,-0.18396
-30.4094,1,1.34783,1,1,0,30.5873,-0.107606
-30.2962,1,1.96858,1,1,0,30.3617,-0.0385517
-30.2962,0.455639,2.86597,1,1,0,30.3287,-0.0385517
-30.278,0.869271,1.53327,2,3,0,30.5987,-0.0117643
-30.278,0.411763,1.75452,1,1,0,30.9939,-0.0117643
-30.8651,0.896329,0.872859,2,3,0,31.3641,-0.234282
-31.3745,0.9027,1.05015,1,1,0,31.3994,-0.322857
-31.4934,0.965349,1.27611,1,1,0,31.7969,-0.340305
-30.3799,1,1.7326,1,1,0,30.9687,-0.0941569
-31.0499,0.467193,2.4967,1,1,0,31.1888,0.287364
-30.5807,0.624372,1.38806,2,3,0,33.5505,0.184005
-30.6604,0.984876,1.02472,1,1,0,30.6982,0.205421
-30.3772,1,1.43434,1,1,0,30.5726,0.110522
-30.3772,0.516422,2.05651,1,1,0,30.8095,0.110522
-30.3178,0.985716,1.25861,2,3,0,30.468,-0.0575425
-30.4328,0.793997,1.756,2,3,0,30.6596,0.134942
-30.5852,0.846431,1.75009,2,3,0,30.7575,-0.167585
-30.2766,1,1.91031,1,1,0,30.4011,-0.0079256
-30.2766,0.108298,2.71726,1,1,0,30.6285,-0.0079256
-30.4057,0.979179,0.830071,1,3,0,30.5012,-0.106004
-30.5482,0.966834,1.13975,1,1,0,30.5563,-0.156783
-30.9434,0.822914,1.52872,2,3,0,31.3889,0.267553
-30.2738,0.999734,1.60118,1,3,0,30.6326,0.00632578
-30.364,0.919301,2.26327,1,1,0,30.3832,-0.0861141
-30.364,1.65165e-010,2.78533,1,1,0,32.4739,-0.0861141
-30.3614,1,0.726975,3,7,0,30.3712,-0.0847541
-30.3888,0.99475,1.02706,1,1,0,30.3987,-0.0983833
-30.3888,0.246814,1.43482,1,3,0,34.0206,-0.0983833
-30.6746,0.976462,0.574456,1,3,0,30.8718,-0.191311
-30.8239,0.994553,0.778218,2,3,0,30.8307,-0.225644
-30.409,0.939908,1.08404,2,3,0,31.4671,0.125123
-30.391,1,1.37665,2,3,0,30.4406,0.117088
-30.32,1,1.92675,1,1,0,30.3846,0.0768049
-31.0989,0.357908,2.69056,1,1,0,31.4061,-0.278342
-30.2743,0.930434,1.31272,2,3,0,31.507,0.0012465
-30.2751,0.981263,1.63514,2,3,0,30.3052,0.0203773
-30.9086,0.569425,2.2087,1,1,0,31.0297,0.260737
-30.3854,1,1.52909,1,1,0,30.7131,0.114469
-30.7055,0.76842,2.12506,1,1,0,30.708,-0.198894
-30.425,1,2.03086,1,3,0,30.4958,0.1318
-30.3464,0.385824,2.81379,1,3,0,30.3489,-0.0763975
-30.3464,0.507041,1.45842,1,3,0,31.9315,-0.0763975
-30.319,0.967318,0.920669,2,3,0,30.6795,-0.0583796
-30.5072,0.964535,1.21032,1,3,0,30.5074,-0.143923
-30.4412,1,1.58137,1,1,0,30.5508,-0.12053
-30.4412,0.922226,2.1814,1,1,0,30.6309,-0.12053
-30.6961,0.720348,2.65733,1,1,0,30.7692,0.214309
-30.3072,1,2.3559,1,1,0,30.3601,-0.0489539
-30.3072,4.58038e-008,3.23615,1,1,0,31.1042,-0.0489539
-30.8961,0.940843,0.933766,2,3,0,30.9437,-0.240562
-31.5495,0.949788,1.171,2,3,0,31.5996,-0.348248
-30.5717,1,1.48695,1,1,0,31.2217,-0.163728
-30.6022,0.992402,2.03748,1,3,0,30.6232,0.190022
-30.6022,2.51169e-006,2.75417,1,1,0,31.3972,0.190022
-30.6157,0.99838,0.809765,1,1,0,30.65,0.193726
-32.6528,0.503746,1.10567,1,3,0,34.9802,-0.478797
-31.0494,0.998288,0.708237,2,5,0,32.7193,0.287284
-31.0494,0.86891,0.965493,1,1,0,31.7391,0.287284
-31.5016,0.908448,1.07959,1,1,0,31.5712,0.359154
-30.3165,1,1.28077,1,3,0,31.1951,0.0742171
-30.5405,0.500993,1.74283,2,3,0,31.4165,-0.154437
-32.1309,0.856847,1.11727,2,3,0,32.1321,0.439677
-30.2746,1,1.22475,1,3,0,31.94,0.0181929
-30.5494,0.870768,1.66242,1,1,0,30.55,0.174832
-30.3001,1,1.85753,1,1,0,30.4279,0.0601647
-30.3001,0.120087,2.51409,1,1,0,30.5895,0.0601647
-30.2855,0.990731,0.920412,3,7,0,30.4014,0.0430841
-30.3016,0.995566,1.22906,1,1,0,30.3026,0.0616248
-30.3098,0.542531,1.65033,2,3,0,31.4938,-0.0511676
-31.2261,0.825095,1.13568,1,3,0,31.3401,-0.299677
-31.2261,0.651183,1.18565,1,1,0,32.5053,-0.299677
-31.6712,0.976021,0.959337,2,3,0,31.7252,-0.364896
-30.2744,0.950976,1.24872,2,3,0,31.9692,0.000650818
