# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=429555704
# chain_id=1
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu
-30.3132,0.997438,0.519308,2,7,0,30.3311,-0.0539759
-30.3215,0.999803,0.718042,3,7,0,30.325,0.0779602
-30.3218,0.987415,0.994503,1,3,0,30.4346,-0.060492
-30.2836,0.588076,1.34817,2,3,0,31.5351,-0.0226178
-30.2961,0.973735,0.977157,2,3,0,30.4621,0.0561265
-30.6647,0.859072,1.29432,1,1,0,30.6657,0.206525
-30.4919,1,1.43217,1,1,0,30.6883,0.156502
-31.1253,0.546235,1.9701,1,1,0,31.1615,-0.282893
-30.3971,1,1.34207,2,3,0,30.8368,-0.102208
-30.3971,0.00309892,1.84293,1,1,0,32.1455,-0.102208
-30.3561,0.996044,0.546594,2,3,0,30.4858,-0.0818596
-31.379,0.752139,0.746584,1,3,0,33.389,0.341218
-31.6464,0.968163,0.701451,1,1,0,31.7015,0.379238
-30.3625,0.98503,0.915918,1,3,0,31.5659,0.103001
-30.5384,0.937119,1.22505,1,1,0,30.5564,0.171475
-30.2747,1,1.52136,1,1,0,30.3929,0.0186823
-30.2747,0.294003,2.07478,1,1,0,30.5305,0.0186823
-30.2738,0.999995,0.976226,1,3,0,30.2746,0.0113646
-30.299,0.992479,1.33062,1,3,0,30.2995,-0.0413945
-30.299,0.00478187,1.79022,1,1,0,32.3072,-0.0413945
-30.2749,0.999985,0.550724,2,7,0,30.2988,-0.0018614
-30.5104,0.958197,0.749834,2,3,0,30.6988,-0.14495
-30.3526,1,0.957886,1,1,0,30.475,-0.0799596
-31.0332,0.753585,1.29999,1,1,0,31.044,-0.266671
-30.946,1,1.22428,1,1,0,31.2379,-0.250374
-30.9736,0.993849,1.65759,2,3,0,30.9835,-0.255634
-30.9736,4.40762e-012,2.22043,1,1,0,33.5356,-0.255634
-30.2761,0.933873,0.693056,1,3,0,31.8902,0.0240978
-30.7508,0.949838,0.851151,2,3,0,30.755,-0.209531
-30.7508,0.695759,1.06871,1,1,0,31.6897,-0.209531
-31.4594,0.953669,0.926622,2,3,0,31.4639,-0.335406
-30.3535,0.954374,1.16823,1,3,0,31.3932,0.0980997
-30.4127,0.968832,1.47253,2,3,0,30.4569,0.12668
-30.4127,0.620958,1.89286,1,1,0,30.4954,0.12668
-30.4127,0.402491,1.47376,1,1,0,31.3075,0.12668
-30.5242,0.955298,0.839944,3,7,0,30.8504,0.167072
-30.6153,0.975216,1.05842,1,1,0,30.6668,0.193609
-31.7902,0.654208,1.37052,2,3,0,32.2121,0.398155
-31.7902,0.829099,1.12245,1,1,0,32.578,0.398155
-30.4462,1,1.17946,1,1,0,31.3308,0.140125
-30.4462,0.723903,1.57819,1,3,0,30.8069,0.140125
-30.3293,1,1.42778,1,1,0,30.4156,0.0833604
-30.3293,0.0403695,1.90673,1,1,0,31.1594,0.0833604
-30.3698,0.960671,0.660116,1,3,0,30.9052,-0.0891183
-30.3698,0.610545,0.834629,1,3,0,33.9825,-0.0891183
-30.274,0.98941,0.64598,1,3,0,30.526,0.0135497
-30.3431,0.969074,0.849204,2,3,0,30.5291,0.0920845
-30.4933,0.957524,1.08375,1,1,0,30.497,0.156981
-31.1929,0.727579,1.35946,1,1,0,31.2729,0.311937
-31.832,0.928544,1.23883,2,3,0,31.8859,-0.385803
-30.3615,1,1.49086,1,1,0,31.1059,-0.0847867
-30.3615,0.0613946,1.97808,1,1,0,30.9108,-0.0847867
-30.337,1,0.720961,1,1,0,30.3602,-0.0706418
-30.3051,1,0.956908,1,1,0,30.3314,-0.047094
-30.3051,0.682076,1.26837,1,3,0,31.3014,-0.047094
-30.8538,0.853216,1.08768,1,3,0,31.0645,0.249623
-30.3491,0.745088,1.17846,2,3,0,32.3409,0.0956386
-30.9745,0.763291,1.10188,2,3,0,31.8854,0.273487
-30.543,1,1.05633,1,1,0,30.8742,0.172886
-31.5693,0.750983,1.39518,2,3,0,31.685,0.36869
-30.5693,1,1.31497,1,1,0,31.2261,0.180723
-30.9387,0.155689,3.46737,1,3,1,31.425,-0.248956
-30.9387,0,10.7457,0,1,1,31.233,-0.248956
-30.8938,1,1.15224,1,1,0,31.0579,-0.240114
-31.9366,0.753268,1.25894,1,1,0,31.9729,-0.398833
-32.4623,0.934486,0.867003,1,1,0,32.5334,-0.458866
-31.2571,1,1.10274,1,1,0,32.231,-0.304658
-31.0588,1,1.85361,2,3,0,31.1464,0.288953
-31.0588,0.265637,3.29065,1,3,0,31.3423,0.288953
-30.4986,0.968533,0.599901,2,5,0,32.2136,-0.141079
-30.4528,1,1.0016,1,1,0,30.509,-0.124952
-30.4528,0.525976,1.87599,1,1,0,31.0523,-0.124952
-30.4191,0.986802,0.792065,2,5,0,30.6661,0.129389
-30.2743,1,1.44273,1,3,0,30.3726,0.0162938
-30.2743,0.340601,2.73914,1,1,0,30.4242,0.0162938
-30.2878,0.996671,0.663088,1,3,0,30.3392,-0.0286931
-31.7025,0.683025,1.2504,1,3,0,32.1252,0.386731
-31.6807,1,0.892758,1,1,0,31.884,0.383845
-30.7027,0.98847,1.68957,2,3,0,31.4755,0.215907
-30.7027,0.0218272,3.06198,1,1,0,32.223,0.215907
-30.7196,0.999738,0.300967,1,1,0,30.7206,0.219943
-31.3794,0.956799,0.567662,1,3,0,31.7034,0.341273
-31.5211,0.979028,0.934002,1,1,0,31.6418,0.361935
-30.3853,1,1.62758,1,1,0,31.0348,0.114431
-30.3853,0.00331648,2.98751,1,1,0,30.6497,0.114431
-30.3818,0.998756,0.307132,3,11,0,30.5804,-0.0950838
-30.8072,0.982164,0.564259,2,5,0,30.9966,0.239754
-30.9914,0.970186,0.979115,1,1,0,31.0312,0.276661
-30.4181,0.973563,1.62775,2,3,0,30.9502,0.128973
-30.4181,0.185054,2.70854,1,1,0,30.5003,0.128973
-30.4222,0.999478,0.506395,2,3,0,30.4486,0.13064
-30.4326,0.992602,0.905807,2,3,0,30.5517,0.134834
-30.308,1,1.57506,1,1,0,30.3888,0.0673196
-30.274,1,2.76866,1,1,0,30.2822,0.013342
-30.274,0.000480669,4.82226,1,1,0,30.3775,0.013342
-30.2922,0.995389,0.588613,3,7,0,30.4309,-0.034126
-31.09,0.919128,1.01629,2,3,0,31.0901,0.294466
-30.6951,1,1.42572,2,3,0,30.9676,-0.196364
-31.9484,0.274558,2.45267,1,1,0,32.0762,0.417962
-32.1957,0.982291,0.649174,1,1,0,32.2361,0.447131
-31.442,1,1.06486,1,1,0,32.1193,0.350554
-30.994,0.980455,1.813,2,3,0,31.457,-0.259467
-30.994,6.90935e-018,2.91548,1,1,0,33.2809,-0.259467
-31.608,0.974243,0.404193,1,3,0,32.1294,-0.356338
-30.7584,0.98423,0.642498,2,3,0,32.0687,-0.211253
-31.4751,0.676997,1.03958,2,7,0,34.0674,0.355366
-30.3703,0.970489,0.789489,1,3,0,32.0678,0.107054
-30.2744,0.998575,1.22519,1,3,0,30.3761,0.000462001
-32.0535,0.287491,2.02163,1,1,0,32.1662,-0.412926
-30.4945,0.950716,0.605893,2,7,0,33.8814,-0.139692
-30.5098,0.896899,0.890425,1,3,0,31.7573,0.162441
-30.6219,0.889285,1.14661,2,7,0,31.3495,-0.177709
-30.2899,0.921578,1.4454,2,3,0,31.0051,-0.0312917
-30.2917,0.999591,1.95805,2,3,0,30.292,-0.0335516
-30.2917,0.000336324,3.16383,1,1,0,30.7832,-0.0335516
-30.4234,0.989242,0.512076,2,5,0,30.6875,-0.113445
-30.3677,0.992345,0.809894,2,5,0,30.5539,0.105748
-30.5578,0.947804,1.28243,1,1,0,30.5627,0.177346
-30.527,1,1.82614,2,3,0,30.5405,-0.150266
-30.527,4.14271e-005,2.90999,1,1,0,31.0401,-0.150266
-30.5682,0.998252,0.497608,1,1,0,30.5685,-0.16272
-30.9569,0.909044,0.791473,2,3,0,31.8128,-0.252461
-31.3306,0.978148,1.02876,2,3,0,31.3711,-0.316164
-31.6331,0.882778,1.55045,1,1,0,32.0441,-0.359759
-34.1011,0.15049,1.88986,2,3,0,35.1533,-0.609658
-33.6049,1,0.471793,3,7,0,34.0843,-0.56818
-33.5459,1,0.743097,1,1,0,33.8857,-0.563039
-31.7041,1,1.16434,1,1,0,33.1736,-0.369259
-30.4604,1,1.81514,1,1,0,31.1542,-0.127749
-30.3578,1,2.81571,1,1,0,30.5169,-0.0827957
-30.3578,0.0171781,4.34673,1,3,1,30.3845,-0.0827957
-30.3288,1,0.854861,3,7,0,30.3547,-0.0653252
-30.2944,1,1.32177,1,1,0,30.3205,-0.0365649
-30.4393,0.902303,2.03416,1,1,0,30.474,-0.119792
-30.4393,0.156503,2.54844,1,1,0,30.6031,-0.119792
-31.347,0.961102,0.691398,3,7,0,31.6688,-0.318675
-34.3883,0.704181,0.979459,2,3,0,35.6807,-0.63245
-34.4603,0.998817,0.821217,3,7,0,34.9089,-0.63803
-30.7878,1,1.24964,1,3,0,33.528,-0.217827
-30.2739,1,1.89799,1,1,0,30.4804,0.0123777
-30.2739,0.367218,2.87069,1,1,0,30.4055,0.0123777
-30.2739,0.970688,1.22935,1,3,0,30.3888,0.0123777
-30.3237,0.974123,1.75107,1,1,0,30.324,0.0795329
-30.3237,0.015662,2.50248,1,1,0,31.0156,0.0795329
-30.3343,0.99409,0.545004,2,7,0,30.5477,-0.0689505
-30.3275,0.972423,0.811412,1,3,0,30.7288,0.0821624
-30.8969,0.836621,1.15392,1,3,0,31.3753,-0.240728
-32.3692,0.890213,1.25811,2,3,0,32.3842,-0.448803
-30.3505,1,1.51933,1,3,0,31.5707,-0.078751
-30.5015,0.876142,2.25993,1,1,0,30.5034,0.159725
-31.0665,0.507756,2.64512,1,1,0,31.6852,0.290337
-30.4355,0.889468,1.53677,2,3,0,31.577,-0.118317
-30.3058,0.997629,1.84494,1,3,0,30.3652,0.0654647
-30.3058,0.00163174,2.71007,1,1,0,31.5835,0.0654647
-30.3327,0.977779,0.614499,3,7,0,31.0786,0.0855776
-30.5036,0.924742,0.870996,1,3,0,31.1896,-0.14272
-30.4984,1,1.11538,2,7,0,30.5039,0.158694
-30.5055,0.998921,1.63801,2,3,0,30.5055,-0.143344
-30.5055,0.558994,2.39288,1,1,0,30.5557,-0.143344
-30.5137,0.91825,1.55552,2,3,0,30.9157,-0.146009
-30.2737,1,1.95526,1,1,0,30.3654,0.00834681
-30.2737,0.0184549,2.84609,1,1,0,30.7896,0.00834681
-31.3077,0.935855,0.698303,2,5,0,31.4761,0.330319
-32.9107,0.923373,0.906345,3,7,0,32.9195,-0.504542
-30.3858,1,1.14782,2,3,0,32.4305,0.114665
-31.2737,0.656072,1.664,1,1,0,31.3162,0.324978
-30.6757,0.886629,1.30304,2,3,0,32.1122,-0.191601
-30.3125,1,1.53927,1,1,0,30.5319,-0.0533633
-32.2876,0.188755,2.21897,1,1,0,32.4678,0.457486
-31.5903,1,0.76413,1,1,0,32.2182,0.371596
-33.2092,0.714173,1.10131,1,1,0,33.2351,0.550504
-31.2931,0.98801,0.960372,3,7,0,33.3078,0.328028
-30.602,1,1.35051,2,3,0,31.1104,-0.172286
-31.0976,0.811271,1.93402,2,3,0,31.1416,0.295799
-33.643,0.510992,1.99331,1,3,0,33.6645,-0.571463
-31.2745,0.774758,1.22461,2,3,0,36.5151,0.325116
-30.4406,0.99908,1.18713,1,3,0,31.0852,0.137969
-30.4406,0.0779928,1.68901,1,1,0,33.171,0.137969
-30.2963,0.99976,0.499157,2,7,0,30.4616,0.0563212
-30.4177,0.947389,0.711349,3,7,0,31.6076,0.128786
-30.4167,0.996647,0.925432,3,7,0,30.4893,-0.110708
-30.2793,0.985343,1.30567,2,3,0,30.5052,-0.0147368
-30.2947,0.991476,1.80305,1,1,0,30.2984,-0.0368866
-30.358,0.933882,2.50984,1,1,0,30.4116,-0.08293
-30.358,0.000225423,3.16636,1,1,0,31.6126,-0.08293
-31.3255,0.749966,0.844988,1,3,0,33.6409,0.333071
-30.9432,1,0.787707,1,1,0,31.2851,0.267513
-30.4971,0.961602,1.10999,2,3,0,31.3413,0.158263
-30.5067,0.996473,1.46492,1,1,0,30.5877,0.161441
-31.3778,0.793563,2.04324,1,3,0,31.3781,-0.323355
-30.274,1,2.04098,1,1,0,30.6557,0.0136767
-30.274,0.224696,2.8535,1,1,0,30.4758,0.0136767
-30.5306,0.942201,1.1306,1,3,0,30.6133,0.169059
-30.6736,0.6973,1.43909,2,3,0,32.2556,0.208748
-30.2831,0.989281,1.23204,1,3,0,30.7254,-0.0216669
-30.2799,0.953717,1.68831,2,3,0,30.3616,0.0336514
-30.5291,0.816119,2.1809,1,1,0,30.5775,0.168596
-30.5291,0.0027511,2.25755,1,1,0,32.0016,0.168596
-30.3764,0.920522,0.63974,2,5,0,32.5482,-0.0924439
-30.3341,0.990411,0.7844,2,3,0,30.5217,-0.0688518
-30.3341,0.795686,1.07284,1,3,0,31.61,-0.0688518
-30.3446,0.975106,1.07711,1,3,0,30.5518,0.09299
-30.7778,0.615967,1.43387,2,3,0,32.2583,0.233295
-31.0639,0.943899,1.085,1,1,0,31.1039,0.289861
-30.9736,1,1.37309,2,3,0,31.2457,0.273324
-30.2863,1,1.89368,1,1,0,30.5537,-0.0266455
-30.2863,0.13468,2.60652,1,1,0,30.7476,-0.0266455
-31.425,0.906393,0.937163,3,7,0,31.441,-0.330377
-31.1569,1,1.11646,1,1,0,31.4916,-0.288271
-30.6282,1,1.53465,2,3,0,31.259,0.19707
-30.2791,1,2.10548,1,1,0,30.4112,0.0320502
-30.2949,0.97782,2.88323,1,1,0,30.3016,-0.0371116
-30.2949,0.0184227,3.80979,1,1,0,30.6399,-0.0371116
-31.0345,0.85364,1.16687,1,3,0,31.1439,-0.266909
-30.8409,1,1.27823,1,1,0,31.1021,-0.229239
-30.4588,1,1.74643,1,1,0,30.7444,-0.127175
-30.4588,0.125239,2.38184,1,1,0,30.7795,-0.127175
-30.5652,0.927515,0.869393,2,3,0,31.3288,-0.161823
-30.5254,1,1.06368,2,7,0,30.5576,0.167431
-31.5705,0.686531,1.44881,1,1,0,31.5936,0.368856
-30.3921,0.933174,1.23397,1,3,0,32.0185,-0.0999307
-30.3921,0.65542,1.51835,1,1,0,31.047,-0.0999307
-30.5948,0.916309,1.23572,1,3,0,30.9548,0.187976
-30.3455,1,1.48126,1,1,0,30.5118,0.093538
-30.2738,1,2.00703,1,1,0,30.2993,0.00691445
-30.2739,0.999828,2.71488,1,1,0,30.274,0.0130002
-30.2739,0.0359802,3.66544,1,1,0,30.4185,0.0130002
-30.4777,0.949446,1.20485,1,3,0,30.5355,-0.133929
-30.6116,0.948848,1.51211,1,1,0,30.6794,-0.174929
-30.7329,0.928142,1.89377,1,1,0,30.9537,-0.205387
-30.7329,0.225328,2.29871,1,1,0,30.9567,-0.205387
-30.5554,1,1.00694,1,1,0,30.7134,-0.158951
-30.2898,1,1.35679,1,3,0,30.4754,-0.0312408
-30.628,0.824325,1.82532,1,1,0,30.6476,-0.179337
-30.628,0.627896,1.90468,1,1,0,31.2022,-0.179337
-30.483,1,1.49929,2,3,0,30.5896,0.153447
-30.483,0.626348,2.01181,1,1,0,30.9327,0.153447
-31.066,0.7568,1.58177,2,3,0,31.5374,0.290243
-33.7745,0.352205,1.49911,1,1,0,33.9123,0.600364
-32.8549,1,0.800275,1,1,0,33.7224,0.516766
-31.0578,0.992983,1.07227,2,7,0,32.6819,-0.271103
-31.0454,1,1.42045,1,1,0,31.3185,-0.268867
-30.4337,1,1.89768,1,3,0,30.6829,0.135282
-30.2966,1,2.5316,1,1,0,30.3733,0.0565988
-30.2966,0.013495,3.37244,1,1,0,30.775,0.0565988
-30.353,0.95971,1.12914,2,3,0,30.5972,-0.0801402
-31.9279,0.369462,1.42273,2,3,0,35.1092,-0.397768
-30.4028,1,0.78752,2,3,0,31.7682,-0.104713
-33.4425,0.590416,1.04906,1,3,0,34.1862,-0.553933
-33.9442,0.947555,0.791363,1,1,0,34.1211,-0.596852
-31.0276,1,0.979102,3,7,0,33.4795,0.283334
-30.5141,0.873865,1.30085,2,3,0,32.0638,-0.146169
-30.8092,0.898948,1.45113,1,1,0,30.8662,-0.222506
-31.4554,0.73297,1.67456,1,1,0,31.7029,-0.334827
-30.4019,1,1.53862,1,1,0,31.0423,-0.104337
-30.4019,0.0071507,2.03652,1,1,0,32.6153,-0.104337
-30.4376,0.994914,0.696047,3,7,0,30.6144,-0.119128
-30.4053,0.940558,0.9154,2,3,0,31.107,-0.105822
-30.3477,1,1.1169,1,1,0,30.3978,-0.0771489
-30.2897,1,1.47552,1,1,0,30.3283,-0.0310988
-30.2897,0.154932,1.94678,1,1,0,31.3512,-0.0310988
-30.2845,0.993758,0.82191,1,3,0,30.3763,0.0416836
-30.2845,0.73242,1.0754,1,3,0,31.9961,0.0416836
-30.2854,0.999858,0.989923,1,1,0,30.2869,0.0429425
-30.8617,0.892992,1.30368,2,3,0,31.051,-0.233578
-30.295,0.98601,1.48679,1,3,0,30.7193,0.0549021
-30.295,0.0557975,1.91811,1,1,0,32.0527,0.0549021
-30.4196,0.99418,0.717998,3,7,0,30.4599,-0.111899
-30.3542,0.953443,0.936798,1,3,0,30.9137,0.09854
-30.5599,0.91675,1.15677,1,3,0,30.918,-0.160282
-30.6471,0.972764,1.35957,1,1,0,30.7235,-0.184322
-32.6769,0.357577,1.71908,1,1,0,32.8737,-0.481252
-31.55,1,0.967229,1,1,0,32.5053,-0.348312
-33.7367,0.547774,1.26708,1,1,0,33.8148,-0.579479
-32.6187,1,0.917273,1,1,0,33.6499,-0.475281
-32.3965,1,1.20035,1,1,0,33.0348,-0.451774
-32.1232,1,1.56897,1,1,0,33.0413,-0.421107
-31.4183,1,2.04845,1,3,0,31.6939,0.347066
-31.4183,0.146957,2.67142,1,3,0,31.419,0.347066
-31.1744,1,1.15279,1,1,0,31.5102,0.308872
-30.3038,0.980677,1.50347,1,3,0,30.9335,-0.0459598
-30.3032,1,1.91043,1,1,0,30.3219,-0.0453739
-30.3032,0.758566,2.48617,1,1,0,30.4291,-0.0453739
-30.3032,0.430899,2.37015,1,1,0,30.6226,-0.0453739
-30.3487,0.84173,1.48489,2,3,0,30.8215,-0.0776842
-31.3257,0.282422,1.57642,2,3,0,34.679,0.333106
-31.6827,0.959756,0.819311,1,1,0,31.7099,0.384103
-31.5322,1,1.0119,1,1,0,31.8323,0.363494
-32.543,0.913776,1.31423,2,3,0,32.7604,0.485085
-32.543,0.65207,1.52837,1,1,0,33.9983,0.485085
-31.6057,1,1.27523,1,1,0,32.4949,0.373716
-30.3901,0.977576,1.6528,2,3,0,31.2088,0.116686
-30.8986,0.685722,2.08027,1,1,0,30.8992,-0.241073
-30.9608,0.988542,1.8116,2,3,0,31.08,-0.25321
-30.9608,0.404419,2.3092,1,1,0,31.062,-0.25321
-30.2963,0.949876,1.41371,2,3,0,31.2206,0.0563238
-30.2942,0.961282,1.71606,2,3,0,30.364,-0.0363346
-30.2942,0.202764,2.11134,1,1,0,30.914,-0.0363346
-30.3359,0.950148,1.00831,3,7,0,30.7068,-0.0700059
-30.3739,0.990296,1.22375,1,1,0,30.3828,-0.0912245
-31.0075,0.767732,1.55996,1,1,0,31.0258,-0.261965
-31.1775,0.978629,1.50775,2,3,0,31.1775,0.309388
-31.1775,0.471727,1.89188,2,3,0,32.0425,0.309388
-31.3466,0.984805,1.26847,2,3,0,31.561,0.336306
-30.9194,1,1.60291,2,3,0,31.5709,-0.245188
-30.2738,1,2.06189,1,1,0,30.4934,0.0112278
-32.7119,0.0531433,2.64974,1,1,0,33.7081,-0.48481
-31.9928,1,1.06623,1,1,0,32.7364,-0.405666
-31.7168,1,1.3706,1,1,0,32.3229,-0.370945
-30.5425,0.972931,1.76018,2,3,0,31.2587,-0.155043
-30.5069,1,2.1851,1,3,0,30.5205,0.161506
-30.5069,0.311961,2.80113,1,1,0,30.5169,0.161506
-31.5946,0.790948,1.55607,2,3,0,31.6445,0.372192
-30.5837,1,1.54789,1,1,0,31.2546,0.184853
-30.6278,0.99024,1.98276,2,3,0,30.6296,0.196956
-30.6278,0.116477,2.50776,1,1,0,30.7931,0.196956
-30.6597,0.993341,1.10559,1,1,0,30.7251,0.205243
-30.5779,0.653986,1.40383,2,3,0,32.5425,0.183194
-30.3183,1,1.18488,2,3,0,30.5173,-0.0578889
-31.1799,0.82403,1.51504,2,3,0,31.18,-0.292112
-32.2938,0.706109,1.56798,2,3,0,33.253,0.458181
-32.2938,0.737174,1.4094,1,1,0,33.4486,0.458181
-30.3009,0.863411,1.31514,2,3,0,33.2864,0.0609687
-30.2785,1,1.42647,1,1,0,30.2934,0.0305741
-33.5074,0.160055,1.81929,1,1,0,33.5501,0.577351
-32.9255,1,0.856123,3,7,0,33.5926,0.52366
-30.8542,0.696015,1.0919,1,3,0,36.1398,-0.232027
-30.5822,0.989272,0.971477,2,7,0,31.0134,0.184422
-30.3709,1,1.22211,1,1,0,30.5297,0.107371
-31.17,0.831437,1.5557,2,3,0,31.1837,0.308142
-30.9761,1,1.62296,2,3,0,31.2044,-0.25611
-30.9761,0.118839,2.0632,1,1,0,31.7652,-0.25611
-30.955,1,0.933323,1,1,0,31.0674,-0.252095
-30.4448,0.99997,1.18662,2,7,0,30.8327,0.139597
-30.3395,0.656976,1.50736,2,3,0,31.7073,0.0899216
-30.6015,0.928756,1.28269,1,1,0,30.6016,0.189847
-30.2746,0.998039,1.49837,1,3,0,30.4924,-0.000245088
-30.7378,0.751631,1.89601,1,1,0,30.752,-0.206531
-30.7378,0.0688562,1.80135,1,1,0,33.2689,-0.206531
-30.6505,1,0.776405,1,1,0,30.7418,-0.185208
-31.0731,0.932179,0.98457,1,1,0,31.0735,-0.273811
-30.6678,1,1.15363,2,3,0,31.0026,-0.189628
-30.6678,0.781845,1.46079,1,1,0,31.1785,-0.189628
-30.9603,0.901497,1.43811,1,1,0,31.0658,-0.253116
-30.78,1,1.62437,1,1,0,31.0999,-0.216095
-30.2855,1,2.05326,1,1,0,30.4376,0.043095
-30.3548,0.923148,2.59339,1,1,0,30.4048,0.0988685
-30.3548,7.05001e-010,2.9979,1,1,0,31.9305,0.0988685
-30.6352,0.953214,1.20834,1,3,0,30.6355,0.198916
-30.2838,0.968279,1.44656,2,3,0,30.6989,-0.0227788
-30.5633,0.86196,1.76064,1,1,0,30.5717,-0.161269
-30.5633,0.774396,1.89803,1,1,0,30.9405,-0.161269
-30.5256,0.924092,1.85236,2,3,0,30.6925,-0.149819
-30.5256,0.841703,2.14166,1,3,0,30.6069,-0.149819
-30.3979,1,2.25498,1,1,0,30.4144,0.120249
-30.3979,0.629469,2.83799,1,1,0,30.7032,0.120249
-30.3046,1,2.35137,1,1,0,30.3732,0.064385
-30.3046,0.000946213,2.95692,1,1,0,31.3582,0.064385
-30.3046,0.932924,1.21036,1,3,0,30.5741,0.064385
-30.6905,0.89521,1.41225,2,3,0,30.903,-0.195258
-30.6639,1,1.57894,1,1,0,30.844,-0.188634
-30.6639,0.723053,1.9839,1,3,0,30.988,-0.188634
-31.6782,0.271789,1.82881,2,3,0,32.9907,0.383503
-32.351,0.886906,1.02001,1,1,0,32.4443,0.464498
-31.9245,1,1.12967,1,1,0,32.5146,0.415029
-30.5987,1,1.41809,1,1,0,31.4886,0.189065
-30.827,0.721886,1.77889,2,3,0,31.2502,-0.226313
-30.4824,0.540798,1.63895,2,3,0,32.3481,0.153236
-31.0981,0.94899,1.23637,2,3,0,31.0987,0.29588
-31.923,0.738261,1.46478,1,1,0,32.1427,0.414855
-33.5771,0.584993,1.37502,1,1,0,33.898,0.583447
-32.1691,1,1.09062,1,1,0,33.4007,0.444084
-31.1338,1,1.36578,2,3,0,31.9834,0.30204
-30.9163,1,1.70917,1,1,0,31.3469,0.262265
-30.4156,1,2.13746,1,1,0,30.7444,0.127905
-30.4156,0.0434782,2.67126,1,1,0,30.6628,0.127905
-30.8035,0.957906,1.17363,2,7,0,30.8063,-0.22127
-30.8035,0.243575,1.40121,1,1,0,33.5872,-0.22127
-30.5869,0.998225,0.768103,2,5,0,30.8721,0.18576
-30.7912,0.968347,0.958236,1,1,0,30.7983,0.236266
-30.3303,0.99794,1.15651,1,3,0,30.7106,0.0840086
-33.0117,0.497148,1.44052,1,3,0,33.052,0.531964
-31.671,1,1.04269,1,1,0,32.7897,0.382545
-30.539,1,1.30098,1,1,0,31.3428,0.171675
-30.393,1,1.62219,1,1,0,30.5213,0.117998
-30.393,0.115139,2.02141,1,1,0,31.7205,0.117998
-30.4248,0.994864,0.971225,1,1,0,30.4353,0.131713
-30.5769,0.962932,1.20369,1,1,0,30.5894,0.1829
-30.5769,0.617313,1.44063,1,1,0,31.4727,0.1829
-30.3141,0.999629,1.1899,1,3,0,30.5201,0.0723551
-30.3141,0.988386,1.48042,1,1,0,30.3455,0.0723551
-30.4746,0.913021,1.81872,1,1,0,30.5046,0.150518
-31.8812,0.359219,2.06045,1,1,0,32.2427,0.409673
-33.0236,0.720624,1.29338,1,1,0,33.2977,0.533103
-30.2737,1,1.19417,2,3,0,32.9651,0.00874151
-31.4659,0.724268,1.48396,1,3,0,31.5133,0.354026
-30.4955,1,1.37546,1,1,0,31.157,0.157701
-32.2211,0.421923,1.70784,1,1,0,32.3321,0.450024
-30.4431,0.945856,1.14959,2,3,0,32.6904,0.138943
-30.7923,0.965661,1.34753,2,3,0,30.8074,-0.218826
-30.435,1,1.61218,1,1,0,30.6917,-0.118104
-30.8616,0.746581,1.99886,1,1,0,31.033,-0.233562
-30.6037,1,1.89708,2,3,0,30.7062,-0.172752
-30.8015,0.829171,2.35014,1,1,0,31.1969,-0.220831
-31.1614,0.694192,2.43218,1,1,0,31.1759,0.306704
-31.1614,0.00086408,2.18488,1,1,0,33.0451,0.306704
-31.2831,0.981327,0.950378,1,1,0,31.3829,0.326471
-30.2749,0.979798,1.15431,1,3,0,31.4204,-0.00186052
-31.2802,0.762745,1.39901,1,3,0,31.3789,0.326015
-30.4914,1,1.35161,1,1,0,31.0399,0.156346
-30.5095,0.980641,1.6717,2,3,0,30.6567,0.16236
-30.4742,1,2.02523,1,1,0,30.6326,0.150374
-30.4742,0.0408756,2.50202,1,1,0,30.8498,0.150374
-30.5265,0.988339,1.14311,1,1,0,30.5588,0.16779
-31.1138,0.821932,1.39555,1,1,0,31.1433,0.298611
-30.3316,0.968629,1.43369,1,3,0,31.0235,-0.0671968
-30.3328,0.99937,1.71359,1,1,0,30.362,-0.0680156
-30.4213,0.957661,2.11307,1,3,0,30.4218,0.130293
-30.4213,0.627253,2.49475,1,1,0,30.7589,0.130293
-30.301,1,2.09599,1,1,0,30.3736,0.061015
-31.0768,0.411581,2.58343,1,1,0,31.2908,-0.274476
-31.2054,0.958079,1.74049,2,3,0,31.5572,0.313992
-30.4742,1,2.05444,1,1,0,30.9435,0.150391
-30.3552,1,2.53016,1,1,0,30.497,0.0990966
-30.3552,0.00145774,3.11433,1,1,0,30.6245,0.0990966
-30.4741,0.756107,1.38325,2,3,0,31.7234,0.150359
-30.4741,0.852937,1.32829,1,3,0,31.2949,0.150359
-30.9224,0.945256,1.40773,2,3,0,30.9488,0.263457
-30.3142,1,1.63843,1,1,0,30.6527,0.0724638
-30.3142,0.421919,2.0151,1,1,0,30.712,0.0724638
-30.3668,0.921946,1.3786,2,3,0,30.662,0.105255
