# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=429555704
# chain_id=3
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu
-30.9854,0.872073,0.225997,1,1,0,30.9855,0.275551
-30.9854,0.113918,0.27511,1,1,0,34.5846,0.275551
-30.3013,0.999922,0.0559285,3,15,0,31.0232,-0.0436552
-30.2744,0.999295,0.0924291,2,5,0,30.333,0.0168275
-30.3661,0.992279,0.151505,2,5,0,30.3723,-0.08726
-30.2995,1,0.242755,2,3,0,30.3486,0.0596235
-30.4683,0.877492,0.393492,1,1,0,30.4704,-0.130596
-30.4683,0.0863611,0.479289,1,1,0,30.6656,-0.130596
-30.3916,1,0.0968301,2,3,0,30.4705,-0.099674
-30.3046,0.999993,0.156382,2,3,0,30.3954,-0.046691
-30.3231,0.998065,0.251047,2,3,0,30.33,-0.0613673
-30.3231,0.452309,0.398954,1,1,0,30.5724,-0.0613673
-30.3246,0.999401,0.188403,3,7,0,30.3329,-0.062477
-30.3246,0.465664,0.299084,1,1,0,31.2725,-0.062477
-30.3105,1,0.146929,3,7,0,30.3236,-0.0517505
-30.3653,0.975999,0.232582,1,3,0,30.4662,0.104508
-30.7715,0.782204,0.347678,1,1,0,30.8554,0.231896
-30.5436,1,0.341044,2,3,0,30.6574,0.173058
-32.3989,0.0716074,0.532987,1,1,0,34.2058,0.469716
-33.3905,0.950702,0.115137,2,3,0,33.793,0.566978
-30.4183,0.84577,0.162266,2,3,0,35.9514,0.129054
-30.5997,0.983231,0.1827,3,7,0,30.6336,0.189327
-30.2775,0.962714,0.273853,2,3,0,30.7219,0.0282293
-30.2775,0.550317,0.391603,1,1,0,30.5139,0.0282293
-30.3196,0.933635,0.237594,2,3,0,30.648,-0.0588514
-30.4365,0.962422,0.318996,2,3,0,30.4547,-0.118685
-32.4341,0.128785,0.452878,1,1,0,32.7524,0.473522
-31.7105,0.997742,0.117178,3,7,0,32.6673,0.387788
-31.7105,0.966854,0.178949,1,1,0,32.0535,0.387788
-30.2961,0.918156,0.255661,2,3,0,32.1753,-0.0383868
-30.274,0.999837,0.330042,2,3,0,30.2845,0.00360483
-30.274,0.0843537,0.500265,1,1,0,30.6546,0.00360483
-30.2942,0.996767,0.122401,1,3,0,30.331,-0.0363733
-30.5414,0.927788,0.184521,1,3,0,30.8855,0.172415
-34.224,0.428766,0.241874,1,3,0,34.3044,0.637198
-30.4718,0.946929,0.118952,2,5,0,36.2626,-0.131843
-30.4339,0.92011,0.161749,1,3,0,31.481,0.135346
-30.3558,1,0.208173,2,3,0,30.421,0.0993768
-31.9882,0.637533,0.311884,2,3,0,32.0207,0.422803
-31.5185,1,0.231837,1,1,0,32.1042,0.361566
-30.6628,0.792701,0.345843,2,3,0,31.4508,-0.188364
-30.2757,1,0.346259,1,1,0,30.4333,0.0226389
-30.2757,0.0194509,0.5137,1,1,0,30.889,0.0226389
-30.5694,0.982391,0.11914,2,5,0,30.6773,-0.163055
-30.2739,0.983943,0.171181,1,3,0,30.7954,0.0129729
-30.7169,0.880605,0.245875,2,3,0,31.0104,0.219304
-30.3229,0.970317,0.290343,2,3,0,30.751,0.078916
-30.3084,1,0.404387,1,1,0,30.3438,0.0677178
-30.3084,0.000717357,0.593293,1,1,0,30.6569,0.0677178
-30.3067,0.985096,0.137847,3,7,0,30.6555,-0.0485838
-30.296,0.988602,0.197022,2,7,0,30.3919,0.0560197
-30.8411,0.594582,0.282553,2,3,0,31.9806,-0.229296
-30.8411,7.95862e-055,3.15766,1,1,0,36.0482,-0.229296
-30.8411,2.13972e-216,7.37335,1,2,1,32.1945,-0.229296
-30.6799,1,0.727007,1,1,0,30.8279,-0.192629
-31.5063,0.943879,0.757181,2,3,0,31.637,-0.342155
-30.3457,0.889408,0.872406,2,3,0,32.9741,-0.0759893
-30.3605,0.997399,0.974287,1,1,0,30.3691,-0.0842953
-30.2821,1,1.62338,1,1,0,30.3259,-0.0200451
-30.2821,0.0103003,2.88006,1,1,0,30.8789,-0.0200451
-30.2811,1,0.235254,2,3,0,30.2821,-0.0181875
-30.301,0.999139,0.432054,2,7,0,30.3303,0.0610682
-30.3456,0.990806,0.806195,3,7,0,30.4605,0.0935732
-30.2846,1,1.47909,1,1,0,30.3226,0.0418242
-30.2846,0.844978,2.8024,1,1,0,30.3375,0.0418242
-30.2846,0.835106,3.26155,1,1,0,30.3345,0.0418242
-30.2846,1.53953e-007,3.68448,1,1,0,30.7127,0.0418242
-30.6045,0.992129,0.313163,3,11,0,31.071,-0.172983
-30.3532,0.992997,0.583968,1,3,0,30.7807,-0.0802639
-30.3841,0.966922,1.08444,1,3,0,30.6362,0.113847
-30.3259,1,1.84609,1,1,0,30.3868,0.0810273
-30.3084,0.339368,3.44555,1,3,0,30.3271,-0.0500163
-30.2911,1,0.888659,1,1,0,30.3059,-0.0328481
-30.2911,0.588982,1.65385,1,1,0,30.8156,-0.0328481
-30.2885,1,0.913413,2,3,0,30.2922,-0.0295531
-30.4903,0.899304,1.68353,1,1,0,30.5004,-0.138292
-30.4903,0.625843,2.29812,1,1,0,30.9085,-0.138292
-30.5943,0.961398,1.42886,1,1,0,30.6653,-0.170146
-30.5943,0.00561042,2.31745,1,1,0,31.3964,-0.170146
-30.2738,0.992348,0.254468,3,13,0,31.9998,0.00744339
-30.3018,0.995656,0.452866,3,7,0,30.4676,-0.0440801
-30.2943,0.995062,0.805574,2,3,0,30.3661,-0.0364383
-30.2759,0.977353,1.41703,2,3,0,30.3626,-0.00572844
-30.2759,0.00088838,2.3535,1,1,0,31.8785,-0.00572844
-30.2824,0.999407,0.27931,3,11,0,30.358,0.0382514
-30.286,0.99974,0.49446,2,3,0,30.29,0.0437755
-30.2927,0.999057,0.868047,1,1,0,30.2929,0.0523725
-30.2738,0.954776,1.50749,2,3,0,30.3945,0.0101107
-30.5682,0.746799,2.31203,1,1,0,30.641,0.180383
-31.3928,0.523759,2.05598,1,1,0,31.3939,-0.325603
-30.3546,0.99253,1.03276,2,3,0,31.4682,-0.0810704
-30.3487,1,1.7315,2,3,0,30.3514,0.0953892
-30.3487,0.332501,2.93519,1,1,0,30.6891,0.0953892
-30.4397,0.993948,0.923593,3,7,0,30.4432,-0.119944
-30.4397,0.320017,1.53708,1,1,0,31.9231,-0.119944
-30.3635,1,0.479071,2,3,0,30.4375,-0.0858629
-30.2881,0.981063,0.806931,1,3,0,30.6038,0.0467672
-30.2881,0.819838,1.28807,1,3,0,30.8721,0.0467672
-32.4054,0.572972,1.38211,1,3,0,32.4711,0.470419
-30.3945,1,0.818038,3,7,0,32.1778,0.118705
-30.4335,0.986864,1.3525,1,1,0,30.4688,0.135192
-30.7502,0.761677,2.15257,1,1,0,30.9837,0.227054
-30.2824,0.990999,2.00228,1,3,0,30.644,-0.0205218
-30.2824,0,28.3362,0,1,1,30.37,-0.0205218
-30.2824,3.93234e-015,4.76568,1,1,0,32.055,-0.0205218
-31.4932,0.984653,0.46875,3,11,0,31.6753,-0.340278
-30.5804,0.971428,0.605763,2,5,0,33.2244,-0.166221
-30.5334,0.998452,0.867335,2,3,0,30.6442,-0.152269
-30.4925,0.977939,1.46318,2,3,0,30.8185,-0.139028
-30.397,1,2.43775,1,1,0,30.5094,-0.102154
-30.5186,0.28904,4.47849,1,3,0,30.6361,0.165287
-30.7667,0.988381,0.885579,2,3,0,30.7962,0.230801
-30.2741,0.990324,1.59979,1,3,0,30.8327,0.00305569
-30.2741,0.0978219,2.9268,1,1,0,31.2927,0.00305569
-30.4334,0.997157,0.32252,3,15,0,30.8485,0.135155
-30.2907,0.966674,0.609448,2,7,0,32.3522,-0.0323025
-30.2997,0.988925,1.04464,1,3,0,30.4745,0.0597744
-30.9729,0.828229,1.91105,1,3,0,31.1333,-0.255511
-30.3767,1,2.11867,1,1,0,30.7498,-0.0926024
-30.4047,0.961638,3.96791,1,1,0,30.573,-0.105578
-30.4047,2.32905e-020,6.55766,1,1,0,30.479,-0.105578
-30.3486,0.984251,0.597311,3,7,0,31.2711,-0.0776324
-30.2741,0.993954,1.06491,1,3,0,30.4403,0.00291308
-30.6346,0.807585,1.93641,2,3,0,31.2411,0.198742
-30.8974,0.909334,2.01944,1,1,0,30.9983,0.258512
-30.321,1,2.82957,1,1,0,30.4928,-0.0599006
-30.321,0.511841,5.12013,1,1,0,30.5236,-0.0599006
-30.7681,0.855572,2.27394,2,3,0,30.8563,-0.213448
-30.6034,1,2.71144,1,1,0,30.8987,-0.172681
-30.6034,6.43307e-006,4.83658,1,1,0,30.6561,-0.172681
-30.4724,0.999944,0.527412,3,7,0,30.6181,-0.132074
-30.3554,0.995351,0.944522,2,3,0,30.5768,-0.0815229
-30.6742,0.947589,1.65427,1,3,0,30.6758,-0.191216
-30.8716,0.959671,2.5214,2,3,0,30.9316,-0.235615
-30.8716,0.0422728,3.94283,1,1,0,32.5691,-0.235615
-30.3792,1,0.527564,3,7,0,30.8681,-0.0938238
-30.306,0.996062,0.922936,2,7,0,30.4935,0.0656298
-30.2757,0.997647,1.58372,1,3,0,30.3226,-0.0051439
-31.1893,0.552685,2.70561,1,1,0,31.2311,-0.293671
-30.2881,0.940652,1.4488,1,3,0,31.719,0.0467106
-30.4972,0.951968,2.12165,2,3,0,30.4976,0.1583
-30.4972,7.4426e-005,3.17918,1,1,0,32.8704,0.1583
-30.2859,0.998925,0.426043,4,15,0,30.7389,-0.0259493
-30.3232,0.997796,0.72245,2,7,0,30.3686,-0.0614418
-30.3319,0.997508,1.21204,2,3,0,30.3669,-0.0674152
-30.4425,0.775885,2.01656,2,3,0,31.2133,-0.121048
-30.4425,0.741874,1.93211,1,3,0,31.6224,-0.121048
-30.7438,0.878966,1.70471,1,3,0,31.2796,0.225586
-30.9374,0.927082,2.09997,1,1,0,31.1024,0.266394
-30.3089,1,2.8957,1,1,0,30.5849,0.068107
-30.7184,0.443619,4.73161,1,1,0,31.3102,0.219649
-31.1246,0.953137,2.05109,2,3,0,31.2499,0.300456
-31.2263,0.974216,2.98782,1,3,0,31.2657,-0.299714
-31.2263,1.19227e-020,4.54956,1,1,0,32.0696,-0.299714
-30.7385,0.995233,0.714464,1,3,0,31.4385,-0.206677
-30.4983,0.947281,1.14626,2,3,0,31.4833,-0.140988
-30.5419,0.989714,1.63718,1,1,0,30.5849,-0.154859
-30.6146,0.986164,2.56429,2,3,0,30.6452,-0.175729
-30.6146,0.131239,3.96165,1,1,0,30.6308,-0.175729
-30.6359,0.996416,0.886461,2,3,0,30.7407,-0.181426
-30.334,0.999398,1.40278,2,7,0,30.6033,0.0864258
-30.4272,0.922244,2.22207,2,3,0,30.5932,-0.115005
-30.3356,1,2.95087,1,1,0,30.4255,-0.0697601
-30.5106,0.716642,4.63398,1,1,0,30.853,-0.145008
-31.0669,0.473229,3.89478,1,1,0,31.2596,0.290393
-30.8599,1,1.9319,1,1,0,31.1613,0.25088
-30.8599,0.0227888,3.01711,1,1,0,31.8925,0.25088
-30.8729,0.999621,0.573526,1,1,0,30.8844,0.25355
-30.861,1,0.89646,3,7,0,30.909,0.251117
-30.2811,1,1.3953,2,3,0,30.793,0.035901
-30.5993,0.912643,2.16105,1,3,0,30.5994,0.189219
-30.3136,1,2.77196,1,1,0,30.4047,-0.0542684
-30.3136,0.030038,4.25673,1,1,0,30.4848,-0.0542684
-30.5001,0.980964,0.864852,1,3,0,30.6712,-0.141571
-30.5747,0.989246,1.27872,1,1,0,30.5875,-0.164591
-30.2774,0.994822,1.91518,1,3,0,30.5269,0.0279439
-30.2774,1,2.88913,2,3,0,30.2774,0.0279127
-31.1608,0.221668,4.38587,1,1,0,31.9572,0.306596
-30.3417,1,1.3683,2,3,0,31.1354,0.0912723
-30.3417,0.599409,2.07604,1,3,0,31.5269,0.0912723
-30.2999,0.983335,1.40366,1,3,0,30.4916,-0.0422953
-30.2767,1,2.05102,2,3,0,30.2914,-0.00833523
-30.3152,0.967976,3.08627,1,1,0,30.3265,-0.0555581
-30.8021,0.443228,4.34162,1,1,0,31.3458,-0.220964
-30.5944,1,2.16675,2,3,0,30.7925,0.187863
-30.3296,1,3.24013,1,1,0,30.3649,-0.0658843
-30.3296,0.294323,4.82675,1,1,0,30.6185,-0.0658843
-31.235,0.807409,1.82084,1,3,0,31.2589,-0.301115
-30.4633,1,1.86763,1,1,0,30.9994,-0.128804
-30.4633,0.0960408,2.77361,1,1,0,31.5799,-0.128804
-31.0621,0.952304,0.727174,1,3,0,31.7891,-0.271861
-31.0249,1,0.986664,1,1,0,31.1094,-0.265155
-31.0722,0.997026,1.46149,2,3,0,31.2003,-0.273655
-32.4839,0.562166,2.14511,1,1,0,32.7194,-0.461169
-30.3636,1,1.38496,2,3,0,32.3274,-0.0859098
-30.3636,0.346391,2.03761,1,3,0,33.9415,-0.0859098
-30.3417,0.96072,0.883262,2,5,0,31.3353,0.0912549
-30.6569,0.943326,1.20632,3,7,0,31.1843,0.204526
-30.4316,1,1.59111,1,1,0,30.6098,0.134442
-30.4445,0.997938,2.3239,2,3,0,30.4598,-0.121815
-30.4445,0.00541269,3.37059,1,1,0,32.2981,-0.121815
-30.3818,0.997818,0.795964,2,3,0,30.5127,-0.0950673
-30.3818,2.25292e-012,4.62271,1,1,0,30.567,-0.0950673
-30.3818,4.99568e-214,10.7943,1,2,1,30.7058,-0.0950673
-30.4556,0.987283,1.06431,3,7,0,30.5579,-0.125989
-30.4846,0.995478,1.07155,1,1,0,30.5043,-0.136332
-30.2767,0.60996,1.42724,2,3,0,33.7198,0.0259651
-30.2787,0.998613,0.696193,3,7,0,30.3246,0.0311296
-30.9634,0.874816,1.14202,1,3,0,31.2675,0.271383
-31.4944,0.87552,1.35566,1,1,0,31.572,0.358134
-31.4944,0.742912,1.66122,1,1,0,32.3648,0.358134
-31.0654,1,1.36505,1,1,0,31.5033,0.290128
-30.4597,1,2.55681,1,1,0,30.882,0.145168
-30.3881,1,4.82486,1,1,0,30.783,0.115771
-30.3881,0,9.11955,0,1,1,31.308,0.115771
-30.4245,0.997235,0.747804,1,1,0,30.4248,0.131592
-30.5368,0.927093,1.41484,2,3,0,30.9666,-0.153322
-30.5368,0.0537371,2.14424,1,1,0,32.2824,-0.153322
-30.5355,1,0.220438,1,1,0,30.538,-0.152911
-30.5488,0.999678,0.422424,1,1,0,30.5504,-0.156958
-31.1944,0.939129,0.802355,3,7,0,32.3538,-0.294509
-30.3103,1,1.25932,2,3,0,31.0234,0.0693209
-30.3103,0.151824,2.35484,1,1,0,31.0487,0.0693209
-30.2871,0.999866,0.355236,3,9,0,30.3382,-0.0276798
-30.4669,0.978191,0.665038,1,3,0,30.7717,-0.130099
-30.2768,0.995048,1.15732,1,3,0,30.5011,-0.00850395
-31.1381,0.597478,2.09523,1,1,0,31.1448,0.30276
-30.2994,1,1.20617,2,3,0,31.1191,0.0595133
-30.2805,0.994361,2.19259,2,3,0,30.2936,0.0347321
-30.2805,0.0449813,3.88407,1,1,0,30.5491,0.0347321
-30.2743,1,0.484363,3,7,0,30.2804,0.0161067
-30.8441,0.892033,0.874301,2,5,0,31.7698,-0.229914
-30.6688,1,1.16273,1,1,0,30.8429,-0.189865
-32.9022,0.273798,2.0635,1,1,0,33.242,-0.503712
-32.8782,1,0.512945,1,1,0,32.9839,-0.50137
-31.1961,1,0.907832,2,5,0,32.7421,0.31247
-30.4244,1,1.59194,1,1,0,30.9357,0.131551
-30.4244,0.0207225,2.76654,1,1,0,30.9974,0.131551
-30.7612,0.995984,0.370404,3,7,0,30.7672,0.229569
-30.6046,0.963677,0.638689,2,5,0,32.1205,-0.173004
-30.7457,0.980769,1.00501,1,1,0,30.7566,-0.208356
-30.3174,1,1.64029,1,1,0,30.5892,-0.0572315
-30.3174,0.763511,2.78969,1,1,0,30.3404,-0.0572315
-30.3398,0.979631,2.5991,1,1,0,30.3889,-0.0724051
-30.3398,0.00118923,4.15389,1,1,0,30.4014,-0.0724051
-30.4108,0.996029,0.585592,1,3,0,30.4439,-0.108195
-30.2739,0.991094,0.978039,2,5,0,30.5223,0.00439232
-30.2743,0.999943,1.60202,2,3,0,30.2744,0.0165511
-30.2743,0.79151,2.66214,1,1,0,30.3431,0.0165511
-30.2738,1,2.66037,1,1,0,30.2739,0.00793915
-30.2738,0.475385,4.37456,1,1,0,30.2999,0.00793915
-30.8162,0.731391,2.05747,1,1,0,30.822,-0.224016
-30.6456,1,1.78705,2,3,0,30.8302,0.201623
-30.3499,1,2.91638,1,1,0,30.363,-0.0783907
-30.3499,3.14136e-018,4.72856,1,1,0,30.763,-0.0783907
-30.4207,0.995839,0.755346,3,7,0,30.5187,-0.112338
-30.6159,0.954622,1.2158,2,3,0,30.8799,-0.176086
-32.1206,0.526035,1.77037,1,1,0,32.208,-0.420801
-33.5135,0.836283,0.970715,1,1,0,33.5144,-0.560209
-33.8794,0.969135,1.07883,3,7,0,34.2786,-0.591476
-31.2002,1,1.61229,1,1,0,33.0484,-0.295454
-30.9864,1,2.56815,1,3,0,31.0098,0.275731
-30.9864,6.44614e-014,4.06762,1,1,0,31.0585,0.275731
-31.2497,0.954844,0.709886,2,3,0,31.9448,0.321167
-30.4687,0.999059,1.02062,2,3,0,31.2875,0.148448
-30.3331,1,1.60851,1,1,0,30.4301,0.0858733
-30.4077,0.937214,2.52675,1,1,0,30.4079,-0.106859
-30.4077,5.51388e-008,3.45,1,1,0,32.9397,-0.106859
-30.8528,0.961487,0.632909,1,3,0,31.2986,-0.231732
-30.5533,0.973701,0.913627,2,5,0,31.2398,0.175992
-30.2813,1,1.34777,2,3,0,30.5153,-0.0186346
-32.9157,0.20789,2.0922,1,1,0,32.9827,-0.505029
-30.335,1,0.616529,2,7,0,32.7862,-0.0693736
-30.4351,0.992211,0.956386,3,7,0,30.4891,0.135851
-30.3266,0.981808,1.45298,1,3,0,30.5435,-0.0638537
-31.2528,0.557826,2.15104,1,1,0,31.3471,-0.303974
-32.0278,0.829478,1.33078,1,1,0,32.1236,-0.409867
-30.363,0.935878,1.43902,1,3,0,32.2382,0.103265
-30.9263,0.751594,1.92899,1,1,0,30.9737,0.264238
-31.2155,0.882974,1.77761,1,1,0,31.4784,0.315645
-32.396,0.480813,2.134,1,1,0,33.0993,0.469406
-31.8946,1,1.14522,1,1,0,32.4652,0.411344
-30.3443,1,1.73522,2,3,0,31.2596,0.0928429
-30.3443,0.0302715,2.61845,1,1,0,31.6211,0.0928429
-31.3341,0.974845,0.583363,3,15,0,31.3432,-0.316704
-31.3231,0.987859,0.838902,3,7,0,31.979,0.3327
-30.8081,1,1.23306,1,1,0,31.2371,0.239945
-30.7373,1,1.84883,2,3,0,30.8281,-0.206408
-30.3201,1,2.76158,1,1,0,30.3686,0.0769037
-30.3201,2.87823e-007,4.10958,1,1,0,30.6693,0.0769037
-30.3214,0.977046,0.898279,1,3,0,30.6597,-0.0601963
-30.3018,0.990695,1.28127,1,3,0,30.4099,0.0617872
-30.3018,0.297219,1.86945,2,3,0,37.6518,0.0617872
-30.2907,0.999685,0.733491,2,5,0,30.3139,-0.0323388
-30.2999,0.989609,1.08736,1,3,0,30.3893,0.0599888
-30.3194,0.993428,1.57631,1,1,0,30.3258,0.0763926
-30.5374,0.855332,2.29395,1,1,0,30.6038,0.171178
-30.2875,1,2.57493,1,1,0,30.3361,-0.0281736
-30.9702,0.266141,3.77267,1,1,0,31.6431,0.272686
-30.6024,1,1.42692,1,1,0,30.9048,0.190074
-30.6024,0.121106,2.08894,1,1,0,32.4187,0.190074
-30.2743,0.997051,0.612638,2,5,0,30.7486,0.0160854
-31.0298,0.868563,0.892271,2,5,0,32.028,0.283738
-31.2074,0.974827,1.02657,1,1,0,31.2643,0.314325
-30.3554,1,1.42886,1,3,0,30.9889,0.0991989
-30.3455,1,2.07518,1,1,0,30.3925,0.093521
-30.3455,3.68384e-006,3.00477,1,1,0,31.9505,0.093521
-30.3199,0.970745,0.73002,2,5,0,31.0218,-0.0590631
-30.2738,0.99867,1.00464,3,7,0,30.3436,0.00816626
-30.2813,0.981129,1.44887,2,3,0,30.3733,-0.0186574
-31.0045,0.668984,2.02013,1,1,0,31.0195,-0.261413
-31.8831,0.729157,1.62457,1,1,0,32.0558,-0.392228
-30.2912,0.982786,1.4537,2,3,0,31.9821,0.0506179
-30.2912,0.273724,2.02476,1,1,0,31.3167,0.0506179
-30.2878,0.999812,0.822097,2,3,0,30.2966,0.046312
-30.2796,1,1.17872,1,1,0,30.2863,0.0330049
-30.6357,0.891348,1.68603,2,3,0,30.7292,-0.181367
-30.7083,0.961395,1.99616,1,1,0,30.9077,-0.199555
-32.4734,0.182315,2.66061,1,1,0,32.607,0.477729
-31.8582,1,0.938645,1,1,0,32.4357,0.406793
-31.078,1,1.33656,2,3,0,31.7329,0.292368
-30.4502,1,1.8983,1,1,0,30.8529,0.141647
-30.4502,0.445262,2.68933,1,1,0,30.5389,0.141647
-31.8682,0.720633,1.49709,1,3,0,31.8724,0.408052
-30.4852,1,1.32664,2,3,0,31.5502,-0.136535
-30.6538,0.459273,1.87477,2,3,0,32.379,0.20375
-30.3194,0.947348,1.07595,1,3,0,31.2418,-0.0586933
-30.2739,0.999041,1.3911,2,3,0,30.3251,0.0052776
-30.2781,0.997787,1.95529,1,1,0,30.2782,-0.0120842
-31.1069,0.429467,2.73624,1,1,0,31.3595,-0.279731
-30.4511,1,1.50455,1,1,0,30.9088,-0.12431
-30.3894,1,2.11006,2,3,0,30.4179,0.116345
-30.3894,2.85756e-005,2.95257,1,1,0,31.7266,0.116345
-30.4825,0.981694,0.812991,2,5,0,30.738,-0.135592
-30.5702,0.985504,1.10534,1,1,0,30.5834,-0.163295
-31.7521,0.693096,1.509,1,1,0,31.7576,-0.375555
-30.3758,0.989939,1.28478,1,3,0,31.5786,-0.0921639
-31.0033,0.492896,1.76199,2,3,0,32.5198,0.278875
-30.2866,0.95508,1.09005,1,3,0,31.6245,-0.0269411
-30.2925,0.998389,1.41201,1,1,0,30.2949,-0.0344444
-30.2925,0.497313,1.956,1,1,0,30.951,-0.0344444
-31.1922,0.835286,1.22355,1,3,0,31.4195,-0.294142
-30.2756,0.982326,1.30824,1,3,0,31.3083,0.0224481
-30.2756,0.57041,1.76195,1,3,0,31.5436,0.0224481
-30.4336,0.981117,1.24165,2,3,0,30.4404,-0.11756
-31.3897,0.696567,1.66624,1,1,0,31.4032,-0.325141
-30.4263,1,1.43251,1,3,0,31.1255,-0.114653
-30.5446,0.711515,1.97512,2,3,0,31.0166,0.173383
-30.3716,0.989962,1.73843,2,3,0,30.6225,-0.0900667
-30.3202,1,2.35404,1,3,0,30.3338,0.0769643
-30.4687,0.809602,3.23141,1,1,0,30.5317,-0.13074
-30.4687,0.000864499,3.30514,1,1,0,30.7745,-0.13074
-30.4054,0.928642,0.979965,1,3,0,31.3671,0.123534
-30.499,0.924318,1.20602,1,3,0,31.0311,-0.141211
-30.3262,0.950868,1.47266,2,3,0,30.8356,0.0812415
-31.2878,0.632507,1.87001,1,1,0,31.3051,0.327211
-30.3754,1,1.46465,1,3,0,31.0297,0.109631
-30.304,0.820992,2.00017,2,3,0,30.6138,-0.0461242
-30.274,1,2.08275,1,1,0,30.2872,0.00376384
-30.274,0.00074239,2.83632,1,1,0,31.752,0.00376384
-30.2739,0.999908,0.864406,1,3,0,30.2755,0.0126926
-30.883,0.871101,1.1778,1,3,0,31.2108,-0.237923
-30.3496,0.998733,1.32259,1,3,0,30.7745,-0.0782228
-30.7838,0.895888,1.79369,2,3,0,30.8038,-0.216943
-30.7838,0.611242,2.08561,1,1,0,31.486,-0.216943
-30.3101,0.979634,1.59182,1,3,0,30.7432,0.0691267
-30.3101,0.00254744,2.09258,1,1,0,34.4251,0.0691267
-30.3766,0.991433,0.654448,2,7,0,30.5651,-0.092571
